Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Languages,Clicks,Impressions,Engagement_Score,Customer_Segment,Dates
2033,Innovate Industries,Email,Women 35-44,60 days,Website,0.02,8178.00,5.4,New York,Mandarin,544,5323,9,Fashionistas,2021-07-27
2034,DataTech Solutions,Social Media,Women 35-44,15 days,Instagram,0.04,19677.00,3,New York,Mandarin,225,5679,4,Outdoor Adventurers,2021-07-28
2035,TechCorp,Email,Women 25-34,60 days,YouTube,0.13,6184.00,4.4,New York,French,746,6281,3,Tech Enthusiasts,2021-07-29
2036,NexGen Systems,Search,Men 25-34,45 days,Email,0.08,10039.00,8,Los Angeles,French,337,7572,5,Outdoor Adventurers,2021-07-30
2037,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.09,8663.00,6.3,Chicago,Spanish,139,9712,7,Foodies,2021-07-31
2038,DataTech Solutions,Influencer,Women 35-44,30 days,Instagram,0.07,8197.00,2.3,Houston,English,473,4825,1,Fashionistas,2021-08-01
2039,TechCorp,Display,Women 35-44,60 days,Email,0.06,18231.00,2.6,New York,English,449,4061,2,Tech Enthusiasts,2021-08-02
2040,Innovate Industries,Influencer,Men 18-24,15 days,Website,0.14,7450.00,3,New York,Mandarin,748,6084,10,Foodies,2021-08-03
2041,TechCorp,Search,Women 35-44,45 days,Website,0.07,15095.00,6.8,Chicago,French,425,5051,1,Tech Enthusiasts,2021-08-04
2042,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.02,18109.00,2.4,Houston,English,881,6087,10,Health & Wellness,2021-08-05
2043,Innovate Industries,Email,Women 25-34,30 days,Facebook,0.14,8213.00,7.2,New York,Mandarin,457,6784,4,Tech Enthusiasts,2021-08-06
2044,Alpha Innovations,Email,Men 18-24,60 days,YouTube,0.04,10691.00,7.1,New York,French,483,7117,9,Health & Wellness,2021-08-07
2045,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.05,6026.00,5.2,Chicago,Spanish,495,3000,9,Tech Enthusiasts,2021-08-08
2046,TechCorp,Influencer,Women 35-44,15 days,Website,0.11,11746.00,7.4,Houston,Spanish,200,6729,8,Fashionistas,2021-08-09
2047,Innovate Industries,Search,Women 35-44,15 days,Email,0.07,19764.00,2.9,Miami,Mandarin,399,4829,3,Tech Enthusiasts,2021-08-10
2048,Innovate Industries,Search,Men 25-34,60 days,Email,0.03,16537.00,3.8,Los Angeles,French,382,3692,2,Fashionistas,2021-08-11
2049,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.14,16552.00,6,Houston,English,399,6352,2,Tech Enthusiasts,2021-08-12
2050,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.04,15255.00,2.5,Chicago,Spanish,637,1916,7,Fashionistas,2021-08-13
2051,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.07,19264.00,4.6,New York,Spanish,813,2434,6,Foodies,2021-08-14
2052,TechCorp,Search,All Ages,15 days,YouTube,0.15,6935.00,3.8,New York,Spanish,206,5707,1,Fashionistas,2021-08-15
2053,DataTech Solutions,Social Media,All Ages,15 days,Google Ads,0.08,14963.00,2.1,New York,German,135,7505,4,Tech Enthusiasts,2021-08-16
2054,Innovate Industries,Search,All Ages,30 days,Google Ads,0.13,18789.00,5.6,Los Angeles,English,805,8081,3,Health & Wellness,2021-08-17
2055,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.08,16781.00,2.2,Los Angeles,French,563,5553,4,Fashionistas,2021-08-18
2056,TechCorp,Display,Women 35-44,30 days,Email,0.09,12704.00,3.8,Los Angeles,German,116,6691,9,Outdoor Adventurers,2021-08-19
2057,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.05,18813.00,7,New York,French,614,2060,6,Fashionistas,2021-08-20
2058,DataTech Solutions,Display,All Ages,30 days,Email,0.02,9860.00,5.8,Miami,Spanish,544,4319,5,Tech Enthusiasts,2021-08-21
2059,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.14,15283.00,2.1,Houston,German,198,6145,3,Health & Wellness,2021-08-22
2060,Alpha Innovations,Search,All Ages,45 days,Google Ads,0.05,9803.00,4,Chicago,French,488,4669,8,Outdoor Adventurers,2021-08-23
2061,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.11,5211.00,5.3,Chicago,German,870,5910,10,Foodies,2021-08-24
2062,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.05,11582.00,3.7,Los Angeles,French,774,9294,6,Foodies,2021-08-25
2063,TechCorp,Email,Men 25-34,60 days,YouTube,0.12,8154.00,5.2,New York,German,370,5071,9,Outdoor Adventurers,2021-08-26
2064,Innovate Industries,Display,Women 25-34,30 days,Email,0.13,16754.00,6.2,Chicago,Mandarin,671,4846,10,Health & Wellness,2021-08-27
2065,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.13,13200.00,6,Chicago,French,596,3505,9,Foodies,2021-08-28
2066,Innovate Industries,Display,Men 25-34,30 days,Instagram,0.09,19319.00,4.7,Los Angeles,English,746,3050,1,Tech Enthusiasts,2021-08-29
2067,DataTech Solutions,Social Media,Women 35-44,15 days,Email,0.14,18461.00,7.5,Chicago,German,381,8686,5,Health & Wellness,2021-08-30
2068,Innovate Industries,Display,Men 18-24,60 days,Google Ads,0.04,14186.00,3.7,Houston,Mandarin,460,5624,9,Outdoor Adventurers,2021-08-31
2069,TechCorp,Search,All Ages,15 days,Instagram,0.13,9690.00,2.8,Houston,Mandarin,921,8218,10,Health & Wellness,2021-09-01
2070,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.11,16856.00,3,Houston,French,344,9455,3,Foodies,2021-09-02
2071,DataTech Solutions,Display,Men 25-34,15 days,Email,0.13,11938.00,3.9,Chicago,English,285,8537,7,Health & Wellness,2021-09-03
2072,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.09,19309.00,6.5,New York,Mandarin,400,3410,10,Foodies,2021-09-04
2073,DataTech Solutions,Search,Women 35-44,15 days,Email,0.05,6188.00,7,New York,Mandarin,408,6051,1,Fashionistas,2021-09-05
2074,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,0.02,10677.00,4,New York,German,779,1319,8,Foodies,2021-09-06
2075,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.04,18792.00,6.9,Miami,French,197,3210,3,Foodies,2021-09-07
2076,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.04,17139.00,6.3,Los Angeles,German,970,6756,5,Tech Enthusiasts,2021-09-08
2077,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.03,19911.00,6.2,Los Angeles,English,307,6418,5,Outdoor Adventurers,2021-09-09
2078,Alpha Innovations,Email,Men 18-24,15 days,Instagram,0.15,12811.00,6.9,Los Angeles,English,489,6013,9,Health & Wellness,2021-09-10
2079,DataTech Solutions,Email,All Ages,60 days,Facebook,0.09,13707.00,4.5,Houston,Spanish,811,7434,10,Tech Enthusiasts,2021-09-11
2080,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.1,19839.00,4.4,Chicago,English,450,7663,7,Health & Wellness,2021-09-12
2081,DataTech Solutions,Search,Women 35-44,15 days,Google Ads,0.06,7224.00,7.8,Los Angeles,English,658,3290,6,Outdoor Adventurers,2021-09-13
2082,NexGen Systems,Email,Women 35-44,60 days,Email,0.02,16746.00,7,Chicago,English,119,4657,5,Foodies,2021-09-14
2083,Alpha Innovations,Social Media,Men 18-24,30 days,Website,0.08,16060.00,5.1,Los Angeles,English,790,8666,1,Fashionistas,2021-09-15
2084,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.12,15397.00,2.1,Miami,French,468,5703,5,Foodies,2021-09-16
2085,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.1,13593.00,6.9,New York,Spanish,674,6457,8,Foodies,2021-09-17
2086,DataTech Solutions,Display,Men 25-34,30 days,YouTube,0.05,19078.00,5.2,Miami,French,639,1026,9,Outdoor Adventurers,2021-09-18
2087,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.02,15734.00,4.5,Miami,Mandarin,669,7604,1,Foodies,2021-09-19
2088,NexGen Systems,Display,Men 25-34,45 days,Google Ads,0.03,18054.00,7.6,Los Angeles,French,155,8552,1,Tech Enthusiasts,2021-09-20
2089,NexGen Systems,Email,Men 25-34,60 days,Email,0.05,15878.00,2.8,Los Angeles,Mandarin,920,5440,5,Foodies,2021-09-21
2090,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.04,5830.00,7.5,Miami,Spanish,749,6171,9,Outdoor Adventurers,2021-09-22
2091,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.13,5311.00,5.9,Los Angeles,French,351,2343,8,Tech Enthusiasts,2021-09-23
2092,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.11,14298.00,4.9,Los Angeles,Spanish,288,3464,7,Foodies,2021-09-24
2093,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.04,15701.00,4.5,Los Angeles,Spanish,999,8554,10,Outdoor Adventurers,2021-09-25
2094,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.1,11119.00,3.6,New York,German,586,7835,10,Outdoor Adventurers,2021-09-26
2095,Innovate Industries,Influencer,Women 25-34,30 days,YouTube,0.1,6303.00,3,Chicago,Spanish,838,4527,1,Outdoor Adventurers,2021-09-27
2096,NexGen Systems,Display,Women 35-44,45 days,Website,0.05,5333.00,5.9,New York,German,188,9412,7,Fashionistas,2021-09-28
2097,Innovate Industries,Influencer,Women 35-44,45 days,Google Ads,0.08,9706.00,7.4,Chicago,Mandarin,568,2341,5,Foodies,2021-09-29
2098,NexGen Systems,Search,Men 25-34,15 days,Facebook,0.06,12487.00,4.8,New York,English,490,7763,9,Health & Wellness,2021-09-30
2099,Alpha Innovations,Influencer,Women 25-34,15 days,Google Ads,0.13,12188.00,6,Miami,English,451,9816,3,Fashionistas,2021-10-01
2100,Innovate Industries,Social Media,Men 18-24,15 days,Website,0.09,13506.00,6.2,Chicago,Spanish,968,7684,7,Foodies,2021-10-02
2101,Innovate Industries,Social Media,All Ages,45 days,Facebook,0.03,15594.00,6.3,Houston,Mandarin,436,5773,7,Fashionistas,2021-10-03
2102,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.14,14773.00,6.5,New York,Spanish,530,3050,4,Health & Wellness,2021-10-04
2103,Alpha Innovations,Display,Men 25-34,15 days,YouTube,0.03,14472.00,5.9,Houston,English,935,6863,2,Health & Wellness,2021-10-05
2104,NexGen Systems,Display,All Ages,45 days,Facebook,0.06,18423.00,4.8,Miami,Spanish,877,1710,2,Tech Enthusiasts,2021-10-06
2105,Innovate Industries,Influencer,Women 25-34,45 days,Google Ads,0.04,8905.00,4.6,Houston,French,689,6446,9,Health & Wellness,2021-10-07
2106,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.15,18488.00,5.7,Miami,English,674,4576,7,Tech Enthusiasts,2021-10-08
2107,DataTech Solutions,Social Media,Men 25-34,15 days,Email,0.06,19018.00,7.8,New York,English,484,7159,6,Foodies,2021-10-09
2108,DataTech Solutions,Email,Men 25-34,30 days,YouTube,0.05,15882.00,2.9,Los Angeles,Spanish,363,2808,1,Tech Enthusiasts,2021-10-10
2109,TechCorp,Search,Men 18-24,15 days,Google Ads,0.02,11357.00,5.4,Chicago,English,589,9161,1,Tech Enthusiasts,2021-10-11
2110,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.14,16373.00,6.9,Miami,Mandarin,400,5617,8,Foodies,2021-10-12
2111,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,0.09,19879.00,6.5,Houston,French,523,8389,3,Tech Enthusiasts,2021-10-13
2112,DataTech Solutions,Display,Men 25-34,60 days,Website,0.03,15610.00,4.3,Chicago,German,642,3920,5,Tech Enthusiasts,2021-10-14
2113,TechCorp,Search,Women 35-44,30 days,Google Ads,0.14,12992.00,3.3,Houston,French,586,1481,7,Fashionistas,2021-10-15
2114,Innovate Industries,Influencer,All Ages,30 days,Website,0.09,17575.00,4.1,New York,Mandarin,305,2454,2,Outdoor Adventurers,2021-10-16
2115,TechCorp,Email,Men 25-34,45 days,Instagram,0.05,5641.00,2.9,Houston,German,433,1238,5,Health & Wellness,2021-10-17
2116,TechCorp,Influencer,Men 18-24,45 days,Facebook,0.02,16961.00,4.5,Houston,German,568,2360,2,Outdoor Adventurers,2021-10-18
2117,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.03,17991.00,3.8,Los Angeles,French,358,4987,2,Foodies,2021-10-19
2118,TechCorp,Email,All Ages,45 days,Facebook,0.15,6118.00,2.9,Miami,French,650,2301,7,Fashionistas,2021-10-20
2119,Alpha Innovations,Display,All Ages,60 days,YouTube,0.07,16422.00,4,New York,English,435,4346,3,Health & Wellness,2021-10-21
2120,TechCorp,Display,All Ages,45 days,Instagram,0.02,9218.00,3.3,Houston,Spanish,740,8161,10,Fashionistas,2021-10-22
2121,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.11,8283.00,3.6,Los Angeles,Spanish,944,1767,7,Outdoor Adventurers,2021-10-23
2122,Innovate Industries,Display,Women 25-34,15 days,Website,0.14,6666.00,4.7,Chicago,Spanish,983,8240,3,Outdoor Adventurers,2021-10-24
2123,DataTech Solutions,Social Media,Women 35-44,60 days,Google Ads,0.05,18097.00,3.1,Miami,Spanish,556,3986,10,Fashionistas,2021-10-25
2124,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.03,13709.00,2.6,Los Angeles,German,190,3586,2,Tech Enthusiasts,2021-10-26
2125,TechCorp,Search,Men 25-34,30 days,Google Ads,0.14,19216.00,3.7,New York,Mandarin,252,2930,4,Outdoor Adventurers,2021-10-27
2126,Alpha Innovations,Display,Men 25-34,15 days,Website,0.04,19851.00,5.4,Miami,German,311,7805,7,Foodies,2021-10-28
2127,TechCorp,Social Media,Women 35-44,30 days,Facebook,0.1,13651.00,3.2,Miami,German,909,2665,8,Fashionistas,2021-10-29
2128,Innovate Industries,Search,Men 25-34,45 days,Google Ads,0.13,14907.00,7.7,Miami,English,875,4472,4,Tech Enthusiasts,2021-10-30
2129,Innovate Industries,Display,All Ages,60 days,Website,0.05,19487.00,6.8,Houston,Mandarin,399,8441,5,Health & Wellness,2021-10-31
2130,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.14,12561.00,3.2,Houston,Mandarin,984,3556,1,Health & Wellness,2021-11-01
2131,DataTech Solutions,Display,Men 18-24,30 days,YouTube,0.1,16135.00,4.8,Chicago,Spanish,271,3384,1,Fashionistas,2021-11-02
2132,Alpha Innovations,Display,Women 35-44,30 days,Email,0.1,19306.00,6.7,Houston,German,999,8996,1,Fashionistas,2021-11-03
2133,DataTech Solutions,Search,Men 18-24,45 days,Website,0.14,10820.00,4,Houston,Spanish,106,5823,5,Foodies,2021-11-04
2134,NexGen Systems,Display,Women 25-34,30 days,Instagram,0.1,9942.00,7.1,Los Angeles,French,820,6246,9,Health & Wellness,2021-11-05
2135,TechCorp,Search,All Ages,15 days,Facebook,0.12,5813.00,6.7,Houston,Mandarin,816,5615,6,Tech Enthusiasts,2021-11-06
2136,DataTech Solutions,Email,All Ages,45 days,Email,0.12,17038.00,5.9,Miami,Spanish,719,5184,8,Health & Wellness,2021-11-07
2137,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,0.11,8616.00,2.1,Miami,French,547,8621,5,Health & Wellness,2021-11-08
2138,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.13,16074.00,5.8,Miami,English,712,5173,4,Health & Wellness,2021-11-09
2139,Alpha Innovations,Email,Women 25-34,60 days,Facebook,0.07,5091.00,8,Chicago,English,996,3761,9,Health & Wellness,2021-11-10
2140,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.04,6250.00,6,Los Angeles,Spanish,708,9381,9,Fashionistas,2021-11-11
2141,TechCorp,Influencer,Women 35-44,30 days,Email,0.02,19937.00,6.9,Chicago,French,826,5481,1,Foodies,2021-11-12
2142,NexGen Systems,Social Media,Women 35-44,30 days,Facebook,0.08,12861.00,6.2,New York,English,182,1018,3,Health & Wellness,2021-11-13
2143,DataTech Solutions,Influencer,Men 25-34,30 days,Email,0.11,17418.00,4.1,Los Angeles,English,440,1654,6,Foodies,2021-11-14
2144,Alpha Innovations,Influencer,Women 25-34,60 days,Instagram,0.15,9055.00,5.3,Los Angeles,Spanish,868,1120,5,Foodies,2021-11-15
2145,DataTech Solutions,Social Media,Men 25-34,15 days,Email,0.1,15166.00,6.8,Miami,Mandarin,855,1920,3,Health & Wellness,2021-11-16
2146,TechCorp,Search,Women 35-44,30 days,Email,0.12,17786.00,4.4,Miami,German,357,6184,2,Outdoor Adventurers,2021-11-17
2147,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.06,17718.00,4.6,Houston,English,869,1365,2,Tech Enthusiasts,2021-11-18
2148,NexGen Systems,Search,Men 25-34,15 days,YouTube,0.13,15024.00,4,New York,Spanish,266,7842,5,Tech Enthusiasts,2021-11-19
2149,NexGen Systems,Display,Men 18-24,60 days,Website,0.01,5751.00,6.4,Los Angeles,English,497,9945,9,Outdoor Adventurers,2021-11-20
2150,Innovate Industries,Search,All Ages,15 days,Facebook,0.04,8988.00,4.6,Houston,English,985,8755,2,Fashionistas,2021-11-21
2151,DataTech Solutions,Email,Women 25-34,60 days,Email,0.08,18258.00,5.4,Chicago,Spanish,466,5173,4,Health & Wellness,2021-11-22
2152,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.07,15584.00,2.6,Chicago,French,456,6205,10,Tech Enthusiasts,2021-11-23
2153,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.11,8265.00,3.4,Los Angeles,Spanish,752,8553,7,Tech Enthusiasts,2021-11-24
2154,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.13,16295.00,4.8,Houston,Spanish,541,7010,3,Health & Wellness,2021-11-25
2155,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.04,6916.00,4.4,Houston,German,697,2726,5,Outdoor Adventurers,2021-11-26
2156,Alpha Innovations,Social Media,Men 25-34,15 days,Email,0.09,7106.00,5.2,Miami,English,822,8820,9,Foodies,2021-11-27
2157,Innovate Industries,Display,Men 25-34,15 days,YouTube,0.06,15851.00,3.8,Los Angeles,Mandarin,996,8275,4,Foodies,2021-11-28
2158,Alpha Innovations,Social Media,Women 35-44,30 days,YouTube,0.1,5991.00,6.7,Los Angeles,Spanish,354,6358,7,Health & Wellness,2021-11-29
2159,Alpha Innovations,Social Media,Men 18-24,30 days,Email,0.08,12922.00,7.5,Miami,Spanish,902,6242,5,Fashionistas,2021-11-30
2160,TechCorp,Display,Men 25-34,60 days,Website,0.14,15594.00,2.2,New York,Spanish,446,7057,4,Foodies,2021-12-01
2161,Alpha Innovations,Email,All Ages,30 days,YouTube,0.1,5600.00,7.9,Houston,Mandarin,952,6921,5,Health & Wellness,2021-12-02
2162,Innovate Industries,Display,All Ages,30 days,Facebook,0.09,5119.00,4.1,Chicago,German,857,5472,2,Outdoor Adventurers,2021-12-03
2163,Innovate Industries,Display,Women 35-44,30 days,Website,0.02,7212.00,2.1,Chicago,French,115,2414,4,Health & Wellness,2021-12-04
2164,TechCorp,Influencer,Women 25-34,45 days,Email,0.07,18076.00,5.8,New York,French,534,5432,1,Foodies,2021-12-05
2165,DataTech Solutions,Display,Men 18-24,30 days,Website,0.13,9028.00,6.2,New York,Spanish,316,5755,6,Fashionistas,2021-12-06
2166,DataTech Solutions,Email,Men 25-34,60 days,Facebook,0.02,15805.00,2.3,Miami,French,491,9129,7,Fashionistas,2021-12-07
2167,TechCorp,Email,Men 25-34,60 days,YouTube,0.1,19781.00,3.7,Houston,Spanish,662,2838,5,Fashionistas,2021-12-08
2168,Alpha Innovations,Display,Men 18-24,60 days,Email,0.15,13341.00,7.5,Chicago,English,844,7058,2,Tech Enthusiasts,2021-12-09
2169,DataTech Solutions,Display,Women 25-34,30 days,Website,0.06,6152.00,2.2,New York,French,264,2518,7,Foodies,2021-12-10
2170,Alpha Innovations,Social Media,Women 35-44,60 days,Google Ads,0.06,10913.00,5.4,New York,Mandarin,731,7506,10,Outdoor Adventurers,2021-12-11
2171,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.01,16624.00,5.5,New York,English,304,7253,5,Health & Wellness,2021-12-12
2172,NexGen Systems,Search,Women 25-34,45 days,YouTube,0.08,13801.00,2.6,Chicago,French,661,1774,9,Tech Enthusiasts,2021-12-13
2173,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.04,8939.00,5.8,Chicago,English,725,5871,1,Health & Wellness,2021-12-14
2174,Alpha Innovations,Display,Women 35-44,30 days,Facebook,0.11,7015.00,5.2,Houston,Mandarin,382,1754,6,Tech Enthusiasts,2021-12-15
2175,DataTech Solutions,Display,Women 35-44,30 days,Website,0.05,14263.00,6.7,Los Angeles,French,637,1403,5,Foodies,2021-12-16
2176,NexGen Systems,Email,All Ages,15 days,YouTube,0.04,8654.00,5.5,New York,Mandarin,463,3253,2,Foodies,2021-12-17
2177,TechCorp,Influencer,All Ages,45 days,Website,0.13,17347.00,6.2,Houston,Spanish,674,6417,10,Fashionistas,2021-12-18
2178,NexGen Systems,Email,All Ages,60 days,YouTube,0.05,11481.00,4.3,Los Angeles,Spanish,146,5136,7,Fashionistas,2021-12-19
2179,Innovate Industries,Display,Women 35-44,45 days,Website,0.12,18199.00,3.9,Los Angeles,German,612,7742,10,Outdoor Adventurers,2021-12-20
2180,TechCorp,Display,Women 35-44,15 days,Website,0.15,12086.00,4.6,Los Angeles,Mandarin,560,8597,6,Fashionistas,2021-12-21
2181,Innovate Industries,Social Media,Women 35-44,15 days,Website,0.07,10328.00,5.6,New York,Spanish,702,7624,4,Health & Wellness,2021-12-22
2182,TechCorp,Display,Women 25-34,30 days,Website,0.1,15463.00,2.9,Los Angeles,Spanish,837,4717,4,Fashionistas,2021-12-23
2183,Alpha Innovations,Email,Women 35-44,45 days,Instagram,0.12,13911.00,2.1,New York,Spanish,675,6917,10,Health & Wellness,2021-12-24
2184,TechCorp,Email,All Ages,15 days,Facebook,0.08,16063.00,6.6,Los Angeles,Spanish,263,6561,1,Health & Wellness,2021-12-25
2185,Alpha Innovations,Email,Women 25-34,15 days,Facebook,0.06,16302.00,7.8,Los Angeles,English,385,9401,7,Outdoor Adventurers,2021-12-26
2186,NexGen Systems,Display,Women 35-44,60 days,Instagram,0.14,10109.00,7.2,Houston,Spanish,671,7953,10,Health & Wellness,2021-12-27
2187,Innovate Industries,Display,Men 25-34,15 days,YouTube,0.1,10456.00,3.1,Houston,German,962,2328,1,Health & Wellness,2021-12-28
2188,Alpha Innovations,Search,All Ages,60 days,Instagram,0.02,14530.00,3.5,Chicago,French,828,2685,7,Health & Wellness,2021-12-29
2189,Alpha Innovations,Influencer,Men 18-24,30 days,Instagram,0.14,16136.00,7.9,Miami,Mandarin,126,1514,7,Tech Enthusiasts,2021-12-30
2190,DataTech Solutions,Social Media,Women 25-34,30 days,Email,0.12,12154.00,4,New York,Spanish,329,7443,6,Health & Wellness,2021-12-31
2191,NexGen Systems,Display,Men 18-24,60 days,Website,0.08,12479.00,5.6,New York,Mandarin,111,3210,8,Foodies,2021-01-01
